Descrição;Empenhado;Liquidado;Pago;Agrupador
"          - 90 - Aplicações Diretas";22.557.478,74;20.274.929,40;19.601.927,63;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";1.849,20;1.849,20;1.849,20;CDELEMENTODESPESA
"                33901401 - Diárias Viagens Nacionais";1.849,20;1.849,20;1.849,20;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";671.917,18;556.756,47;479.947,83;CDELEMENTODESPESA
"                33903002 - Combustíveis";490.000,00;360.797,74;302.182,07;CDSUBELEMENTODESPESA
"                33903015 - Ferramentas";2.190,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903011 - Gêneros Alimentícios - Merenda Escolar";4.704,00;4.704,00;4.704,00;CDSUBELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";40.404,11;25.815,11;25.815,11;CDSUBELEMENTODESPESA
"                33903010 - Material Ambulatorial e Hospitalar";2.689,20;1.401,20;1.401,20;CDSUBELEMENTODESPESA
"                33903003 - Material de Escritório / Material de Expediente";41.697,29;109.335,45;109.335,45;CDSUBELEMENTODESPESA
"                33903017 - Material de Limpeza e Higiene";56.715,17;8.941,40;8.941,40;CDSUBELEMENTODESPESA
"                33903016 - Material Elétrico e Eletrônico";4.737,00;4.737,00;4.737,00;CDSUBELEMENTODESPESA
"                33903014 - Material para Construção e Reforma";2.607,00;2.607,00;2.607,00;CDSUBELEMENTODESPESA
"                33903019 - Material para Copa e Cozinha";2.192,40;2.192,40;2.192,40;CDSUBELEMENTODESPESA
"                33903007 - Material para Manutenção de Bens Móveis";4.284,99;9.372,45;7.179,35;CDSUBELEMENTODESPESA
"                33903006 - Material para Manutenção de Veículos";0,00;1.600,00;1.600,00;CDSUBELEMENTODESPESA
"                33903026 - Vestuário e Calçados";19.696,02;25.252,72;9.252,85;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";16.200,00;0,00;0,00;CDELEMENTODESPESA
"                33903301 - Passagens Nacionais";16.200,00;0,00;0,00;CDSUBELEMENTODESPESA
"            - 36 - Outros Serviços de Terceiros - Pessoa Física";90.000,00;78.492,15;78.492,15;CDELEMENTODESPESA
"                33903603 - Estagiários e Monitores";90.000,00;78.492,15;78.492,15;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";11.705.916,83;10.016.364,89;10.006.871,68;CDELEMENTODESPESA
"                33903709 - Apoio temporário para festas populares";523.989,79;523.989,79;523.989,79;CDSUBELEMENTODESPESA
"                33903704 - Serviço Administrativo";9.077.446,18;7.963.469,84;7.963.469,84;CDSUBELEMENTODESPESA
"                33903713 - Serviço Administrativo - Verbas Eventuais";369.195,82;375.250,61;370.522,08;CDSUBELEMENTODESPESA
"                33903708 - Serviço de Motoboy e Motorista";1.254.122,68;778.679,22;778.679,22;CDSUBELEMENTODESPESA
"                33903718 - Serviço de Motoboy e Motorista - Verbas Eventuais";140.000,00;137.769,28;137.769,28;CDSUBELEMENTODESPESA
"                33903712 - Serviço de Vigilância - Verba Eventuais";0,00;5.341,36;5.307,78;CDSUBELEMENTODESPESA
"                33903703 - Serviço de Vigilância";64.925,82;34.219,75;34.219,75;CDSUBELEMENTODESPESA
"                33903701 - Serviços de Limpeza";276.236,54;188.326,45;188.326,45;CDSUBELEMENTODESPESA
"                33903710 - Serviços de Limpeza - Verbas Eventuais";0,00;9.318,59;4.587,49;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";6.927.018,42;6.760.713,33;6.451.411,74;CDELEMENTODESPESA
"                33903994 - Adiantamentos Alimentação Secretario";800,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903986 - Adiantamentos Despesa Miudas";2.332,77;0,00;0,00;CDSUBELEMENTODESPESA
"                33903980 - Adiantamentos Reparo e Conservação";1.741,34;741,34;741,34;CDSUBELEMENTODESPESA
"                33903946 - Apoio Administrativo, Técnico e Operacional";0,00;9.095,00;9.095,00;CDSUBELEMENTODESPESA
"                33903918 - Condomínio de Imóveis";80.000,00;80.000,00;80.000,00;CDSUBELEMENTODESPESA
"                33903911 - Cópias, Encadernações e outros serviços gráficos";87.000,00;39.530,31;39.530,31;CDSUBELEMENTODESPESA
"                33903909 - Energia Elétrica";409.982,86;250.646,42;220.274,58;CDSUBELEMENTODESPESA
"                33903903 - Locação de Imóvel";1.144.457,42;882.706,53;694.070,55;CDSUBELEMENTODESPESA
"                33903914 - Locação de Máquinas e Equipamentos";483.185,26;415.858,24;410.170,29;CDSUBELEMENTODESPESA
"                33903902 - Locação de Veículos";1.163.671,92;627.914,66;568.310,61;CDSUBELEMENTODESPESA
"                33903927 - Manutenção e Conservação de Máquinas e Equipamentos";0,00;3.947,05;3.947,05;CDSUBELEMENTODESPESA
"                33903939 - Patrocínio de Eventos";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903937 - Seguros";880,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903940 - Serviço de Seleçao e Treinamento";15.042,00;15.042,00;15.042,00;CDSUBELEMENTODESPESA
"                33903934 - Serviço de Som, Vídeo e Escuta de Rádio";21.107,58;20.730,40;20.730,40;CDSUBELEMENTODESPESA
"                33903912 - Serviços de Postagem, Entregas e Cobranças";93.000,00;37.390,23;37.390,23;CDSUBELEMENTODESPESA
"                33903942 - Serviços de Transporte";1.168,89;0,00;0,00;CDSUBELEMENTODESPESA
"                33903907 - Serviços Gráficos";33.120,00;8.280,00;8.280,00;CDSUBELEMENTODESPESA
"                33903908 - Serviços Telefonia Fixa, Móvel Sem Pacote de Dados";117.659,04;79.949,62;54.947,85;CDSUBELEMENTODESPESA
"                33903905 - Transporte de Resíduos Sólidos (Lixo)";3.271.869,34;4.288.881,53;4.288.881,53;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";2.089.856,02;1.913.580,75;1.637.627,15;CDELEMENTODESPESA
"                33904010 - Comunicação de Dados";198.000,00;440.395,02;331.174,17;CDSUBELEMENTODESPESA
"                33904007 - Digitalização/Indexação de Documentos";248.745,68;169.200,30;169.200,30;CDSUBELEMENTODESPESA
"                33904006 - Emissão de Certificado Digital";200,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33904001 - Locação de Equip Informática";41.636,19;43.997,52;37.016,58;CDSUBELEMENTODESPESA
"                33904003 - Locação de Software";410.986,75;266.948,32;117.720,56;CDSUBELEMENTODESPESA
"                33904004 - Manutenção corretiva/adaptiva e sustentação de Software";1.075.854,53;926.748,00;926.748,00;CDSUBELEMENTODESPESA
"                33904005 - Manutenção e Conservação de Equipamentos de TIC";25.325,68;55.767,54;55.767,54;CDSUBELEMENTODESPESA
"                33904002 - Serviços Telefonia Fixa, Móvel Com Pacote de Dados";89.107,19;10.524,05;0,00;CDSUBELEMENTODESPESA
"            - 46 - Auxílio - Alimentação";840.000,00;737.155,19;737.155,19;CDELEMENTODESPESA
"                33904602 - Auxílio - Alimentação - RGPS";140.000,00;68.275,62;68.275,62;CDSUBELEMENTODESPESA
"                33904601 - Auxílio - Alimentação - RPPS";700.000,00;668.879,57;668.879,57;CDSUBELEMENTODESPESA
"            - 47 - Obrigações Tributárias e Contributivas";361,23;361,23;361,23;CDELEMENTODESPESA
"                33904705 - INSS";361,23;361,23;361,23;CDSUBELEMENTODESPESA
"            - 49 - Auxílio - Transporte";103.617,40;99.794,07;99.794,07;CDELEMENTODESPESA
"                33904901 - Auxílio - Transporte RPPS";98.000,00;94.875,71;94.875,71;CDSUBELEMENTODESPESA
"                33904902 - Auxílio - Transporte RGPS";5.617,40;4.918,36;4.918,36;CDSUBELEMENTODESPESA
"            - 8 - Outros Benefícios Assistenciais do servidor ou do Militar";82.000,00;81.464,85;81.464,85;CDELEMENTODESPESA
"                33900801 - Auxílio Educação - RPPS";82.000,00;81.464,85;81.464,85;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";15.817,16;15.817,16;14.372,43;CDELEMENTODESPESA
"                33909232 - Locação de Veículos";10.425,77;10.425,77;8.981,04;CDSUBELEMENTODESPESA
"                33909254 - Serviços de Telefonia Fixa, Móvel Com Pacote de Dados";5.391,39;5.391,39;5.391,39;CDSUBELEMENTODESPESA
"            - 93 - Indenizações e Restituições";12.925,30;12.580,11;12.580,11;CDELEMENTODESPESA
"                33909305 - Desapropriação de Imóveis";345,19;0,00;0,00;CDSUBELEMENTODESPESA
"                33909310 - Outras Indenizações Serviços Terceiros";12.580,11;12.580,11;12.580,11;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";1.043.413,20;650.932,82;650.932,82;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";1.043.413,20;650.932,82;650.932,82;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";1.043.413,20;650.932,82;650.932,82;CDMODALIDADEAPLICACAO
"            - 51 - Obras e Instalações";1.000.000,00;540.509,30;540.509,30;CDELEMENTODESPESA
"                44905101 - Construção e Pavimentação de Ruas e Vias de Acesso";1.000.000,00;540.509,30;540.509,30;CDSUBELEMENTODESPESA
"            - 52 - Equipamentos e Material Permanente";43.413,20;110.423,52;110.423,52;CDELEMENTODESPESA
"                44905224 - Bens Móveis - Armamento";6.440,00;0,00;0,00;CDSUBELEMENTODESPESA
"                44905204 - Bens Móveis - Móveis e Utensílios";20.038,00;63.773,52;63.773,52;CDSUBELEMENTODESPESA
"                44905201 - Equipamentos de Processamentos de Dados";0,00;46.650,00;46.650,00;CDSUBELEMENTODESPESA
"                44905217 - Equipamentos de Segurança";16.935,20;0,00;0,00;CDSUBELEMENTODESPESA
"    - 28 - Encargos Especiais";406.000,00;384.967,84;289.920,67;CDFUNCAO
"      - 3 - Despesas Correntes";406.000,00;384.967,84;289.920,67;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";406.000,00;384.967,84;289.920,67;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";406.000,00;384.967,84;289.920,67;CDMODALIDADEAPLICACAO
"            - 91 - Sentenças Judiciais";406.000,00;384.967,84;289.920,67;CDELEMENTODESPESA
"                33909121 - Determinações Judiciais";406.000,00;384.967,84;289.920,67;CDSUBELEMENTODESPESA
" - 603002 - UG FMLF - Fundação Mário Leal Ferreira";13.795.896,43;11.138.830,23;11.138.030,36;CDUNIDADEGESTORA
"    - 15 - Urbanismo";13.795.896,43;11.138.830,23;11.138.030,36;CDFUNCAO
"      - 3 - Despesas Correntes";10.207.145,06;8.335.260,42;8.334.460,55;CDCATEGORIAECONOMICA
"        - 31 - Pessoal e Encargos Sociais";6.926.973,76;5.783.045,44;5.798.068,55;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";5.938.101,00;4.931.857,62;4.954.321,39;CDMODALIDADEAPLICACAO
"            - 11 - Vencimentos e Vantagens Fixas - Pessoal Civil";5.587.614,79;4.683.196,92;4.683.196,92;CDELEMENTODESPESA
"                31901148 - 13º Salário - RGPS";20.426,29;20.426,29;20.426,29;CDSUBELEMENTODESPESA
"                31901147 - 13º Salário - RPPS";166.075,20;166.075,20;166.075,20;CDSUBELEMENTODESPESA
"                31901107 - ABONO PERMANÊNCIA - RPPS";385.111,62;261.587,65;261.587,65;CDSUBELEMENTODESPESA
"                31901125 - COMPLEMENTAÇÃO SALARIAL - RPPS";29.590,83;18.177,10;18.177,10;CDSUBELEMENTODESPESA
"                31901153 - FÉRIAS - RPPS";479.743,93;479.743,93;479.743,93;CDSUBELEMENTODESPESA
"                31901141 - FÉRIAS - ABONO CONSTITUCIONAL - RPPS";57.210,56;57.210,56;57.210,56;CDSUBELEMENTODESPESA
"                31901145 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";12.924,58;12.924,58;12.924,58;CDSUBELEMENTODESPESA
"                31901121 - GRATIFICAÇÃO DE TEMPO DE SERVIÇO - RPPS";643.460,57;548.932,06;548.932,06;CDSUBELEMENTODESPESA
"                31901116 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";431.809,42;415.828,30;415.828,30;CDSUBELEMENTODESPESA
"                31901115 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RPPS";60.486,19;36.930,05;36.930,05;CDSUBELEMENTODESPESA
"                31901117 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RPPS";60.000,00;52.680,97;52.680,97;CDSUBELEMENTODESPESA
"                31901118 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RGPS";4.101,66;1.804,98;1.804,98;CDSUBELEMENTODESPESA
"                31901150 - Incorporação RPPS";320.000,00;278.048,21;278.048,21;CDSUBELEMENTODESPESA
"                31901101 - VENCIMENTOS E SALÁRIOS - RPPS";2.741.588,70;2.185.142,20;2.185.142,20;CDSUBELEMENTODESPESA
"                31901102 - VENCIMENTOS E SALÁRIOS - RGPS";175.085,24;147.684,84;147.684,84;CDSUBELEMENTODESPESA
"            - 13 - Obrigações Patronais";194.569,44;149.658,84;170.716,13;CDELEMENTODESPESA
"                31901301 - Contribuições Para o Regime Geral de Previdência - INSS";131.141,00;110.279,71;131.337,00;CDSUBELEMENTODESPESA
"                31901305 - PASEP";63.428,44;39.379,13;39.379,13;CDSUBELEMENTODESPESA
"            - 16 - Outras Despesas Variáveis - Pessoal Civil";80.000,00;43.473,17;43.473,17;CDELEMENTODESPESA
"                31901607 - JETON - RPPS";19.878,98;10.305,77;10.305,77;CDSUBELEMENTODESPESA
"                31901608 - JETON - RGPS";20.000,00;13.844,66;13.844,66;CDSUBELEMENTODESPESA
"                31901606 - Substituição - RGPS";30.121,02;17.388,45;17.388,45;CDSUBELEMENTODESPESA
"                31901605 - Substituição - RPPS";10.000,00;1.934,29;1.934,29;CDSUBELEMENTODESPESA
"            - 4 - Contratação por Tempo Determinado";70.417,77;50.029,69;51.436,17;CDELEMENTODESPESA
"                31900413 - Contribuições previdenciárias - INSS - Contratação REDA";8.992,02;7.210,44;8.616,92;CDSUBELEMENTODESPESA
"                31900410 - Férias abono constitucional - Contratação REDA";2.634,25;2.634,25;2.634,25;CDSUBELEMENTODESPESA
"                31900411 - Férias pagamento antecipado - Contratação REDA";6.697,50;6.697,50;6.697,50;CDSUBELEMENTODESPESA
"                31900401 - Salário - Contratação REDA";52.094,00;33.487,50;33.487,50;CDSUBELEMENTODESPESA
"            - 95 - Indenização pela Execução de Trabalho de Campo";5.499,00;5.499,00;5.499,00;CDELEMENTODESPESA
"                31909504 - Operaçao Carnaval - RGPS";2.538,00;2.538,00;2.538,00;CDSUBELEMENTODESPESA
"                31909503 - Operação Carnaval - RPPS";2.961,00;2.961,00;2.961,00;CDSUBELEMENTODESPESA
"                31909501 - Operação Chuva - RPPS";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"          - 91 - Aplicação Direta Decorrente de Operação Intra-Orçamentária";988.872,76;851.187,82;843.747,16;CDMODALIDADEAPLICACAO
"            - 13 - Obrigações Patronais";988.872,76;851.187,82;843.747,16;CDELEMENTODESPESA
"                31911307 - Contribuição Patronal Extraordinária para Cobertura de Déficit Atuarial";32.052,99;27.439,51;22.591,63;CDSUBELEMENTODESPESA
"                31911302 - Contribuições para o RPPS FUNFIN";948.862,77;818.754,81;818.754,81;CDSUBELEMENTODESPESA
"                31911309 - Contribuições para o RPPS FUNPREV";7.957,00;4.993,50;2.400,72;CDSUBELEMENTODESPESA
"        - 33 - Outras Despesas Correntes";3.280.171,30;2.552.214,98;2.536.392,00;CDGRUPODESPESA
"          - 80 - Transferências ao Exterior";266.170,00;266.170,00;266.170,00;CDMODALIDADEAPLICACAO
"            - 41 - Contribuições";266.170,00;266.170,00;266.170,00;CDELEMENTODESPESA
"                33804102 - Contribuições a Organismos Internacionais";266.170,00;266.170,00;266.170,00;CDSUBELEMENTODESPESA
"          - 90 - Aplicações Diretas";3.014.001,30;2.286.044,98;2.270.222,00;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";9.154,70;9.154,70;9.154,70;CDELEMENTODESPESA
"                33901402 - Diárias Viagens Internacionais";7.078,50;7.078,50;7.078,50;CDSUBELEMENTODESPESA
"                33901401 - Diárias Viagens Nacionais";2.076,20;2.076,20;2.076,20;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";99.696,37;76.990,86;76.855,86;CDELEMENTODESPESA
"                33903002 - Combustíveis";32.739,37;18.295,68;18.295,68;CDSUBELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";8.810,46;7.739,46;7.739,46;CDSUBELEMENTODESPESA
"                33903003 - Material de Escritório / Material de Expediente";12.814,80;7.534,80;7.399,80;CDSUBELEMENTODESPESA
"                33903017 - Material de Limpeza e Higiene";12.876,14;12.276,92;12.276,92;CDSUBELEMENTODESPESA
"                33903019 - Material para Copa e Cozinha";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903001 - Suprimentos de Informática";31.144,00;31.144,00;31.144,00;CDSUBELEMENTODESPESA
"                33903026 - Vestuário e Calçados";1.311,60;0,00;0,00;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";4.686,18;4.686,18;4.686,18;CDELEMENTODESPESA
"                33903301 - Passagens Nacionais";4.686,18;4.686,18;4.686,18;CDSUBELEMENTODESPESA
"            - 36 - Outros Serviços de Terceiros - Pessoa Física";91.920,00;87.473,08;87.473,08;CDELEMENTODESPESA
"                33903626 - Adiantamentos Translado";400,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903603 - Estagiários e Monitores";91.520,00;87.473,08;87.473,08;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";699.142,71;613.231,15;613.231,15;CDELEMENTODESPESA
"                33903704 - Serviço Administrativo";568.398,99;538.153,81;538.153,81;CDSUBELEMENTODESPESA
"                33903708 - Serviço de Motoboy e Motorista";42.018,12;22.031,33;22.031,33;CDSUBELEMENTODESPESA
"                33903701 - Serviços de Limpeza";88.725,60;53.046,01;53.046,01;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";1.749.259,04;1.180.695,23;1.165.007,25;CDELEMENTODESPESA
"                33903986 - Adiantamentos Despesa Miudas";1.600,00;1.600,00;1.600,00;CDSUBELEMENTODESPESA
"                33903980 - Adiantamentos Reparo e Conservação";5.000,00;3.000,00;3.000,00;CDSUBELEMENTODESPESA
"                33903938 - Assinaura de Periódicos e Anuidades";1.184,00;1.184,00;1.184,00;CDSUBELEMENTODESPESA
"                33903918 - Condomínio de Imóveis";162.082,44;63.189,46;63.189,46;CDSUBELEMENTODESPESA
"                33903916 - Locação de Central Telefônica";32.989,00;22.713,42;22.713,42;CDSUBELEMENTODESPESA
"                33903903 - Locação de Imóvel";622.068,00;280.244,92;280.244,92;CDSUBELEMENTODESPESA
